Age,Annual_Income,Monthly_Expenses,Savings_Rate,Debt_to_Income_Ratio,Current_Investments_Value,Total_Loan_Amount,Avg_Credit_Score,Inflation_Rate,Interest_Rate,Years_of_Employment,Job_Stability_Score,Emergency_Fund_Value,Retirement_Fund_Contribution,Customer_Segment,Future_Balance
54.0,1110374.5,,0.13,0.42,3205721.16,555296.34,690.0,5.34,6.05,,0.19,435754.08,107005.39,Gold,3767035.05
35.0,1550421.41,92038.99,0.33,0.16,1334130.08,501321.9,733.0,6.34,9.01,5.7,0.35,207163.03,223890.6,Silver,2119968.55
50.0,1276772.68,70503.41,0.28,0.41,2462259.67,1100586.16,731.0,6.04,6.57,8.6,0.5,134728.72,154563.26,Gold,2962057.37
40.0,895830.05,39063.6,0.15,0.36,,1679600.76,739.0,6.17,6.63,3.6,0.19,339354.64,68982.27,Gold,3140955.85
34.0,538461.22,33029.14,0.18,0.14,997580.53,,615.0,6.15,4.96,5.9,,252448.61,,Bronze,1399899.86
46.0,718361.91,27315.87,0.4,0.64,996254.12,346498.12,585.0,4.79,9.27,4.3,0.18,358902.89,49446.51,Gold,1438223.04
44.0,1699722.19,89356.53,0.36,0.23,2568891.85,417384.45,667.0,4.84,9.55,3.7,0.06,58734.34,187569.09,Silver,3469694.67
44.0,1566454.2,73911.95,0.24,,4077324.79,549067.71,633.0,6.9,5.75,7.8,0.33,240582.02,85864.0,Gold,4960026.12
41.0,702436.34,43874.58,0.16,0.13,1827673.68,1173980.73,691.0,6.07,7.55,14.4,0.41,155173.81,63761.05,Gold,1993847.76
40.0,300000.0,12074.12,0.45,0.5,1055695.39,1462820.19,700.0,6.3,7.43,3.6,0.0,194366.04,20935.09,Silver,1242763.14
64.0,826598.32,50162.49,0.35,0.13,1689525.72,155608.92,715.0,4.8,7.22,5.7,0.08,150765.59,93676.25,Gold,2367709.3
52.0,802164.43,44223.93,0.32,0.05,2268066.09,1351822.09,676.0,,6.62,0.0,,250293.0,97715.87,Silver,2925471.95
47.0,814427.75,32401.79,0.37,0.26,2635746.01,628981.75,647.0,5.88,6.73,19.3,,282889.68,107428.56,Gold,3521123.77
41.0,1111883.21,59623.94,0.08,0.45,3044057.14,495922.91,620.0,4.59,7.26,0.0,0.1,378351.8,112568.06,Gold,3585049.13
50.0,1277780.41,74873.02,0.38,0.49,3931202.49,522880.9,614.0,7.39,7.8,4.7,0.21,281039.87,163200.92,Gold,4781588.0
45.0,1337442.63,77069.33,0.52,0.43,,1157634.24,636.0,6.54,6.39,10.9,0.21,118871.88,78580.21,Silver,2500714.03
40.0,1075647.86,57433.09,0.22,0.19,3612071.98,920370.99,729.0,4.69,9.13,14.7,0.46,158780.69,126551.62,Silver,4261451.02
37.0,437942.0,16905.41,0.23,0.09,1081487.5,1504083.35,703.0,8.09,9.43,6.7,0.25,271044.7,33231.61,Gold,1313625.02
39.0,785181.48,48520.24,0.07,0.18,1354143.82,173096.75,680.0,5.82,8.15,11.1,0.36,212209.03,39912.43,Silver,1618389.22
21.0,2262058.86,108196.71,0.43,0.54,5000000.0,310752.88,602.0,6.05,5.92,2.6,0.22,214424.04,215620.97,Bronze,6123781.74
42.0,1045323.26,41037.25,0.22,0.41,3684073.7,,,6.27,,8.6,0.24,427013.49,100004.85,Silver,4416170.45
35.0,1042651.84,31407.26,0.2,,1828899.45,369688.65,694.0,5.97,6.5,6.7,0.25,177345.83,123937.61,Gold,2298976.16
56.0,1039181.99,32640.08,0.13,0.5,2085507.7,1031260.85,612.0,6.88,4.26,14.3,0.45,221725.67,139919.71,Silver,2505706.4
40.0,1062677.15,34776.97,0.17,0.07,1149812.95,436031.64,714.0,,7.96,8.4,0.52,477254.84,60174.37,Gold,1721008.83
28.0,346939.32,24316.47,0.28,0.14,935447.33,1037029.12,680.0,5.04,9.03,8.5,0.21,478767.72,36126.89,Silver,1236665.98
40.0,,29589.19,,0.53,2677437.03,1363511.85,653.0,5.21,5.33,8.9,0.44,371315.82,72224.49,Bronze,3249636.55
30.0,886461.44,27228.97,0.06,0.12,2756046.04,448981.46,632.0,5.46,5.76,11.2,0.26,251452.69,86708.56,Silver,3229286.9
45.0,1502661.16,62516.51,0.27,0.1,3824174.61,887157.13,710.0,4.8,8.72,4.1,0.26,216962.67,121248.47,Silver,4799108.98
43.0,,44846.34,0.46,0.09,1582458.63,1805685.46,710.0,6.16,6.11,9.3,0.41,390713.69,47588.22,Silver,2318200.12
50.0,465815.77,,0.27,0.06,1225526.38,308449.58,727.0,5.71,8.9,2.5,,213333.42,56141.0,Gold,1540786.11
,1068948.17,33599.38,0.35,0.35,1063053.33,889779.47,628.0,6.37,5.74,5.7,0.27,,103637.45,Silver,1521695.97
40.0,652535.08,24905.84,0.31,0.31,2074527.09,1202289.49,674.0,5.59,6.18,2.4,0.28,265751.2,52633.01,Silver,2549108.03
26.0,553178.37,28464.24,0.34,0.48,2188411.0,557369.12,665.0,6.18,8.09,0.0,0.14,195156.53,31711.67,Silver,2536713.83
47.0,644665.22,23100.09,0.32,0.46,1763424.83,1865333.93,685.0,6.41,4.72,11.7,0.31,142943.03,76009.02,Gold,1966602.32
45.0,1118111.58,57789.08,0.31,0.61,2426550.58,246494.46,577.0,5.14,8.42,4.7,0.3,320452.06,77088.88,Bronze,2936849.42
45.0,1489058.41,52074.05,0.32,0.49,3591422.13,382552.76,647.0,6.64,7.44,0.0,0.0,123376.24,86976.14,Bronze,4213723.9
40.0,1091782.26,39765.94,0.13,0.36,2545841.71,194359.34,673.0,6.3,8.92,15.1,0.48,202715.58,58528.27,Bronze,2989650.2
44.0,1158873.92,49762.86,0.32,0.63,2776521.14,780678.79,,5.88,4.58,2.3,0.05,136033.55,150021.33,Silver,3272378.66
56.0,1087474.02,34464.65,0.05,0.18,1298770.26,709519.04,594.0,4.63,9.33,0.0,0.11,252016.56,88598.42,Bronze,1528413.54
,937227.11,33127.44,0.34,,2511801.43,705041.62,635.0,6.15,8.63,5.9,0.29,246474.34,90654.82,Silver,3141570.29
41.0,1189355.71,,0.31,0.32,2714986.79,675912.41,654.0,5.54,6.85,1.4,0.04,,136757.13,Bronze,3270071.55
29.0,,17610.4,0.14,0.39,1717962.2,632622.24,643.0,,9.12,6.9,,171432.44,35034.42,Silver,1910307.08
31.0,940893.64,,0.04,0.23,1243816.14,969532.13,675.0,6.29,4.28,9.9,0.21,123586.67,89442.05,Silver,1397816.36
41.0,592543.77,23214.82,0.25,0.11,1069986.27,620260.77,636.0,5.84,6.44,7.1,0.19,171831.41,77663.33,Silver,1468603.81
51.0,1433043.51,82969.33,0.24,0.22,4373829.61,5000000.0,646.0,5.73,5.27,8.8,0.22,226762.48,89472.49,Silver,4958569.31
37.0,848553.08,,0.14,0.65,1746860.37,369141.29,592.0,5.7,8.44,15.6,0.59,135611.15,116818.86,Gold,2042201.72
38.0,911210.56,49123.42,0.25,0.35,3892336.49,457498.06,682.0,4.93,5.04,8.7,0.31,309005.71,93640.85,Silver,4722426.03
36.0,492929.43,20630.74,0.38,0.23,589879.76,950593.62,648.0,8.15,8.71,8.0,,312864.33,42453.62,Silver,905738.81
35.0,1351711.87,76340.47,0.13,0.12,1234872.34,524320.97,754.0,5.96,9.17,0.6,,112625.98,92282.08,Silver,1479521.7
,1156699.55,36913.08,0.24,0.1,3368246.43,867305.26,598.0,4.1,6.31,4.3,0.32,101991.68,109186.41,Gold,4064857.42
25.0,1124590.13,37765.85,0.23,0.55,3843238.8,3274012.8,644.0,8.05,8.58,10.8,0.12,183819.47,66628.29,Silver,4247540.97
53.0,650138.63,25045.01,0.28,0.62,665302.91,810656.31,656.0,6.19,7.01,10.5,0.37,196299.38,61079.08,Silver,983286.97
33.0,,43524.47,0.53,0.16,1891401.72,370149.27,641.0,5.93,7.09,18.6,0.49,96534.11,75639.84,Silver,2311213.21
47.0,984205.33,39008.54,0.19,0.18,2447898.31,987897.26,715.0,5.78,7.47,4.1,0.22,227023.74,,Silver,2858475.72
27.0,681703.9,41497.54,0.35,0.68,1562627.95,823089.63,573.0,5.02,6.97,4.7,,155242.0,93453.52,Silver,1894251.82
47.0,1071004.15,43118.88,0.17,0.09,3490122.98,1209518.6,719.0,6.07,7.85,8.0,0.25,210512.89,142161.41,Gold,4078163.16
47.0,379187.09,26563.03,0.34,0.15,658074.36,267795.65,651.0,4.81,6.61,8.8,0.37,182600.69,22865.85,Bronze,987874.46
44.0,740537.99,45333.71,0.37,0.15,1942364.31,412055.88,704.0,6.46,7.86,11.6,0.32,149490.04,100649.68,Silver,2586758.26
30.0,1846590.32,106841.74,0.15,0.53,4415869.01,425510.25,634.0,7.6,,13.3,0.46,132864.11,,Silver,5180625.18
42.0,1072973.55,49722.42,0.08,0.21,,1231586.9,611.0,5.57,6.44,,0.18,358902.85,129024.25,Gold,1823604.83
28.0,962094.07,56217.0,0.13,0.29,2804617.54,469063.97,705.0,5.0,8.68,8.3,0.29,177839.54,138702.32,Silver,3446396.82
37.0,1991185.32,119453.43,0.16,0.52,4099343.06,1367872.87,702.0,6.85,9.87,9.0,0.1,396653.79,292974.83,Silver,5140361.29
50.0,353545.9,20146.55,0.32,0.12,1062786.4,570695.41,703.0,4.58,8.02,8.1,0.54,490643.92,33435.85,Silver,1471434.79
48.0,649543.83,27573.34,0.11,,2425098.71,638239.24,718.0,5.89,6.6,3.8,0.05,138518.04,49296.39,Silver,2857888.64
40.0,766569.6,,0.07,0.71,1193031.99,1379662.47,671.0,5.32,7.03,6.4,0.0,137582.42,93334.33,Bronze,1443254.79
,1268683.79,52115.26,0.28,0.25,1599159.84,122845.51,657.0,6.95,7.5,5.1,0.08,224529.16,115929.18,Silver,2366243.64
46.0,1277496.15,69368.66,0.36,0.43,3675899.94,1385824.05,649.0,6.28,8.14,1.6,0.09,131258.4,147721.51,Silver,4478526.82
40.0,636504.88,20217.08,,0.62,736423.34,966112.4,607.0,6.69,8.0,4.3,0.16,132291.6,70507.15,Bronze,1041458.55
21.0,1341544.03,63914.98,0.22,0.44,4448307.13,399938.8,686.0,6.83,6.48,11.7,0.33,138803.26,152413.99,Bronze,5037283.17
48.0,765913.21,27953.92,0.42,0.33,2509632.4,876563.08,671.0,6.4,9.21,7.2,,83697.53,38468.23,Silver,3128517.23
40.0,1461254.53,60225.2,0.32,0.67,2833132.33,1075093.31,645.0,6.66,7.77,10.9,0.5,381306.32,80767.97,Gold,3577128.97
52.0,595462.07,24549.34,0.24,0.47,1679930.29,749389.2,623.0,6.92,9.85,4.3,0.22,351074.94,68382.01,Gold,2055603.96
29.0,856684.86,52591.21,0.18,0.05,2614452.71,1019128.17,705.0,6.97,7.25,8.8,0.4,92598.25,106157.97,Bronze,3182151.17
21.0,739761.5,25368.26,0.16,0.17,1206124.13,853120.79,658.0,5.63,7.81,15.8,0.5,178429.75,104519.63,Silver,1490436.62
43.0,1373073.47,79120.84,0.77,0.15,2520515.36,737721.42,641.0,6.27,5.91,9.0,0.34,141421.59,84970.9,Silver,3883753.35
43.0,730173.57,44466.95,0.14,0.34,3860232.94,797878.05,628.0,6.43,6.05,14.7,0.28,176546.23,65636.36,Gold,4382023.55
23.0,884847.53,,0.34,0.14,,,,5.35,6.74,14.0,0.43,142991.03,102583.88,Silver,2159606.36
30.0,1102261.57,43369.58,,0.24,3486083.2,589770.89,716.0,6.12,8.18,,0.17,522306.71,114195.23,Silver,4188927.87
65.0,1119344.09,41251.34,0.33,0.75,2887849.72,2533542.12,584.0,6.5,6.26,0.0,0.28,428995.61,110423.12,Bronze,3234545.19
37.0,,54627.43,0.77,0.16,3763268.09,122115.64,707.0,6.9,8.84,0.0,0.2,,102102.48,Silver,5105358.5
,979306.51,28566.11,0.71,0.4,2872543.86,730823.23,632.0,6.91,6.79,6.7,0.35,222773.38,120847.32,Silver,3721108.66
33.0,761351.54,33996.31,,0.16,,855462.22,608.0,5.71,7.3,11.1,,362688.43,90872.17,Bronze,3411643.65
,782516.7,47573.32,,0.25,,1280191.98,697.0,5.54,6.26,0.0,0.12,,105909.95,Gold,2974779.99
38.0,909289.65,,0.2,0.58,3273416.77,605089.96,642.0,3.0,8.5,,0.23,274741.86,82567.93,Silver,3852996.82
37.0,994491.7,48773.04,0.45,0.44,1263053.79,830908.36,702.0,6.4,7.21,14.8,0.57,313864.24,138295.02,Silver,1764683.64
36.0,848547.53,52970.34,0.55,0.22,2800741.24,969732.23,742.0,4.88,6.77,16.1,0.51,270270.79,75055.04,Silver,3375939.75
39.0,906939.85,52102.02,0.35,0.56,3275856.44,822888.87,657.0,4.08,5.61,0.0,0.3,298354.86,58219.57,Silver,3703754.97
43.0,490533.33,27623.19,0.07,0.51,1545997.7,508136.01,602.0,6.44,6.52,8.5,0.37,313233.28,48095.41,Bronze,1767471.78
38.0,1175368.36,66947.59,0.31,0.34,2026753.01,,666.0,6.68,6.12,10.9,0.38,253817.14,175733.31,Gold,2607721.53
27.0,,39916.08,0.32,0.51,2758304.93,278128.68,664.0,6.6,8.33,0.0,0.13,89798.16,132712.07,Gold,3276551.04
45.0,1343647.12,76497.21,0.19,0.18,3371332.71,589312.45,667.0,6.25,6.38,3.9,0.11,256065.35,67260.94,Gold,4034549.47
,900057.78,54676.59,0.66,0.32,2299465.64,909786.66,585.0,5.73,9.43,11.5,0.41,329332.21,47240.58,Silver,3147572.52
21.0,449005.77,26729.87,0.66,0.14,1368038.52,1401810.62,739.0,5.91,7.54,0.0,0.11,160197.54,45439.33,Gold,2003550.04
47.0,779783.48,36029.87,0.38,0.53,1779577.76,998871.22,646.0,,,11.3,0.38,496119.56,42430.6,Silver,2305503.01
45.0,830828.0,34273.62,0.65,,2623569.36,360279.06,618.0,6.53,6.45,,0.32,,88201.23,Gold,3534828.14
39.0,1211429.18,48612.04,0.06,0.45,2475470.36,781412.0,653.0,5.73,,12.5,0.22,152487.3,151650.29,Silver,2776154.94
26.0,393187.01,20523.59,0.32,0.47,840730.64,,681.0,5.5,7.17,7.6,0.21,208728.01,,Gold,991976.7
33.0,914947.39,46302.44,0.61,0.35,1794423.88,452090.28,695.0,5.94,8.41,0.0,0.2,216618.43,,Gold,2480729.91
37.0,1105292.02,52822.21,0.74,,2446397.0,559028.38,675.0,4.74,6.61,7.6,0.13,154503.74,137133.87,Silver,3454626.34
24.0,690764.95,,0.25,0.04,2317835.36,848582.51,683.0,,8.58,3.0,0.22,163007.52,66048.33,Silver,2760831.76
33.0,927271.1,33118.4,0.34,0.45,1568424.95,709263.97,598.0,5.39,5.8,4.9,0.15,,112057.13,Gold,1985791.21
47.0,700349.96,42982.82,,0.51,1509490.35,1470961.3,661.0,,6.74,9.1,0.37,92802.15,62586.25,Gold,1750366.85
54.0,672206.5,25200.91,0.48,0.23,1089238.05,650438.72,675.0,6.35,7.32,11.4,0.35,110405.45,100754.11,Bronze,1758121.97
36.0,764350.78,28353.4,0.38,0.18,2687182.45,436832.13,,3.44,9.9,1.5,0.08,219945.47,57020.3,Bronze,3233216.58
48.0,677302.48,38988.98,0.14,0.49,3186799.58,484699.62,630.0,6.54,5.59,4.4,0.24,249094.68,97005.06,Bronze,3759587.46
21.0,1183039.3,50196.63,0.07,0.18,1829796.98,336820.47,645.0,6.57,,7.8,0.41,537158.93,159582.24,Bronze,2323342.61
47.0,670761.75,22299.47,0.16,0.29,1755119.03,420759.18,678.0,4.28,7.34,4.6,0.22,156500.97,95658.83,Silver,2200194.59
32.0,627178.23,30573.09,0.41,0.25,2483169.76,1001422.01,681.0,5.58,4.84,3.3,0.21,334605.18,82619.74,Gold,3092716.58
,1825421.56,101687.24,0.08,0.22,4581294.69,488399.92,698.0,3.48,7.56,3.4,0.24,359769.51,263362.26,Bronze,5548782.0
38.0,1321722.08,69379.34,0.16,0.44,3511188.28,264413.41,618.0,6.62,6.44,0.0,0.25,165138.67,135128.73,Silver,4232808.39
53.0,427429.52,20105.56,0.31,0.09,1460246.84,1046830.89,642.0,6.76,8.72,14.2,,417857.37,64066.58,Silver,1973949.85
31.0,662809.39,25259.82,0.18,0.51,2704908.39,466322.34,,,7.91,6.0,0.28,84555.58,71235.43,Silver,2989805.8
46.0,991659.65,48617.37,0.11,0.42,1886075.39,,638.0,5.57,7.55,8.5,0.47,171906.82,123683.15,Gold,2377017.25
37.0,1024435.28,61155.09,0.59,0.54,2066597.47,1043949.86,665.0,7.48,9.85,8.6,0.28,156744.28,98220.81,Silver,2497295.34
38.0,495812.39,25928.07,0.26,0.44,2052641.1,475469.3,606.0,6.37,7.38,12.6,0.47,496460.78,49823.45,Silver,2713755.83
38.0,1430559.58,78474.3,,0.31,2918243.31,518709.92,707.0,9.98,6.65,7.2,0.33,,92421.55,Gold,3402226.89
32.0,1251983.7,59466.66,0.64,0.32,2620398.72,929195.76,674.0,7.8,9.66,12.5,0.42,323384.66,175797.46,Gold,3798251.48
40.0,1091333.28,59181.48,0.32,0.76,2935154.83,1318839.02,735.0,5.95,,6.7,0.25,166560.27,160172.44,Silver,3420456.14
39.0,1548568.38,86355.05,0.26,0.3,2098390.06,316637.87,711.0,4.52,6.71,6.0,0.25,218433.29,81773.49,Silver,2782385.63
42.0,1078483.06,62898.01,0.24,0.35,1877495.17,,682.0,6.7,6.65,,0.28,107464.52,119035.44,Silver,2510638.81
41.0,1076884.16,62408.36,0.37,0.21,2144009.14,1144026.31,668.0,6.19,7.39,2.1,0.18,283381.2,105592.49,Silver,2667842.94
48.0,1678182.22,69150.38,,0.47,3522535.19,698358.12,652.0,5.71,7.42,4.5,0.13,157625.38,132695.01,Silver,3976715.55
49.0,1398118.38,79615.35,0.26,0.27,3359763.28,1370130.69,692.0,5.12,6.93,18.4,0.65,221875.28,85055.9,Silver,3959309.43
29.0,642773.1,33064.32,0.1,0.46,1949862.28,1250954.04,647.0,5.08,5.67,10.9,0.46,231853.59,59200.51,Bronze,2289639.76
49.0,1159417.31,65816.81,0.3,0.24,1997684.58,463517.77,663.0,6.17,6.24,18.6,0.47,288010.76,110944.59,Silver,2633589.85
28.0,689997.25,21410.72,0.25,,1380324.25,529338.11,654.0,5.64,5.63,13.4,0.52,157373.33,99703.78,Bronze,1733103.57
46.0,1101090.78,51743.9,0.1,0.83,2380601.75,314282.43,623.0,7.96,6.54,7.5,0.53,264837.4,144617.95,Bronze,2820986.85
46.0,10890272.7,316339.0,0.67,2.0,2352312.62,809951.22,711.0,7.66,8.99,10.5,0.37,96936.45,101388.0,Gold,3261283.33
21.0,517499.13,21406.59,0.2,0.62,1414843.11,404841.47,572.0,,6.92,6.1,0.05,132835.42,27444.69,Silver,1719288.78
41.0,857187.36,49827.68,0.26,0.58,1137571.03,,684.0,7.5,4.0,18.2,0.41,98684.72,126828.43,Gold,1591677.15
35.0,1000742.57,58510.16,0.57,0.21,958194.78,965018.45,716.0,6.47,4.64,13.1,0.51,187540.91,52101.43,Silver,1479909.61
32.0,755877.02,30158.89,0.73,0.36,1033898.56,1311834.37,607.0,5.3,6.47,10.0,0.31,161088.42,105808.83,Gold,1471922.84
54.0,1020735.52,41905.27,,0.32,1904349.42,793090.12,638.0,5.46,4.57,,0.35,,69166.68,Silver,2457719.94
33.0,1242342.36,59450.54,0.04,0.71,4532034.26,311728.13,608.0,6.1,8.39,13.5,0.3,155234.6,71697.98,Silver,4975178.7
32.0,889053.61,43509.38,0.3,0.44,1785691.08,305420.51,673.0,5.0,9.07,9.6,0.27,72723.69,89758.41,Silver,2369158.18
41.0,984599.1,29894.47,0.43,0.51,1385276.31,694426.21,702.0,7.61,,0.7,0.12,284848.04,,Silver,1822161.39
47.0,15651929.6,246999.45,0.51,2.0,2496544.64,1085584.95,652.0,6.88,6.92,9.1,0.31,369978.09,214770.48,Silver,3259673.4
39.0,1087539.84,39625.25,0.28,0.6,,1293141.3,596.0,,6.83,9.8,0.38,348518.93,61922.75,Silver,2002279.86
52.0,975279.87,37139.93,,0.2,3396564.12,697624.88,664.0,6.49,6.51,14.0,0.47,102853.18,93920.55,Silver,3895479.96
45.0,613489.42,21591.52,0.15,0.23,1628473.43,482812.7,653.0,4.95,7.23,14.6,0.4,210953.62,81823.28,Bronze,2031029.28
21.0,1177095.41,65296.58,0.7,0.3,3829006.65,1228892.01,645.0,3.77,9.86,10.1,0.28,165154.71,97726.0,Silver,4748740.31
35.0,1027059.09,50913.2,0.66,0.38,2135971.43,880504.34,661.0,4.92,7.99,9.2,0.49,145200.59,109015.26,Silver,2901635.81
34.0,1504010.58,77483.22,0.21,0.48,4719814.26,329353.75,682.0,6.41,5.54,15.6,0.6,152401.57,184848.29,Bronze,5438621.35
45.0,917035.5,30917.75,0.07,0.55,2203550.69,1641553.06,650.0,6.17,8.36,1.5,0.2,89781.93,134565.77,Gold,2590451.0
21.0,,20924.59,0.21,0.47,1554060.13,698708.41,617.0,4.68,,11.1,0.42,,27151.84,Silver,1730244.96
65.0,455933.25,22201.64,0.64,0.52,2000273.95,825592.32,712.0,5.73,7.46,9.2,0.15,333411.56,63820.83,Silver,2619428.75
45.0,1207934.4,73235.25,0.31,0.35,1895964.64,1011951.73,705.0,6.87,7.05,11.1,0.42,126342.88,62198.49,Gold,2450214.27
41.0,716456.35,39460.8,0.28,0.28,1475050.67,959651.3,733.0,7.2,7.24,13.7,0.45,548887.2,100547.49,Silver,1904847.08
52.0,1071807.62,65017.66,0.16,0.33,2575968.19,419114.14,652.0,6.27,8.16,5.6,0.37,244169.28,75876.25,Gold,3086057.55
63.0,942077.76,27552.9,0.54,0.42,1545778.78,173020.93,593.0,6.45,6.6,14.7,0.45,128373.86,81231.14,Silver,2208513.54
49.0,841898.02,43237.27,0.75,0.34,2420219.44,751098.26,613.0,5.55,,6.8,0.09,228532.57,50200.55,Silver,3139415.98
49.0,865969.99,46271.69,0.4,0.32,2620751.18,1110318.89,649.0,6.27,7.18,6.9,0.27,176356.0,106584.86,Silver,3185973.14
41.0,636662.04,39040.39,0.11,0.21,1519947.95,1264292.94,668.0,5.52,6.74,12.3,0.5,127091.32,75083.64,Gold,1760405.48
39.0,894337.92,43750.89,0.24,0.7,2675968.95,833889.85,632.0,6.07,7.52,5.9,0.26,289720.63,64194.16,Bronze,3235237.34
35.0,712369.96,37940.92,0.04,0.44,2708438.12,500533.24,646.0,,6.5,13.6,0.36,186262.98,60853.58,Silver,3251636.48
32.0,775487.73,24669.73,0.36,0.19,2517201.21,,646.0,6.96,10.59,,0.29,310325.56,110942.44,Gold,3179366.62
33.0,790713.06,44038.38,0.27,0.37,1975093.11,609589.51,718.0,6.14,7.71,5.2,0.17,85823.2,85194.64,Gold,2226223.7
26.0,821981.14,34380.48,0.35,0.12,3089642.35,401874.64,737.0,4.68,4.63,4.8,0.23,299517.5,97712.31,Silver,3867902.34
39.0,1301488.84,35801.99,0.35,0.5,2648962.92,868967.47,647.0,6.35,7.49,2.8,0.34,129177.35,172360.45,Silver,3360788.37
23.0,,31279.94,0.04,0.42,1419396.98,944783.74,662.0,4.26,8.16,0.0,0.0,235249.43,104075.87,Silver,1562813.6
42.0,1355432.27,84750.72,0.32,0.21,3431390.29,294906.33,732.0,7.09,8.11,3.2,0.27,375453.96,71156.4,Gold,4254085.14
40.0,1664927.31,63262.2,0.24,0.23,2593013.76,1627781.73,751.0,,6.7,4.7,0.13,196236.74,239096.86,Bronze,3473197.44
41.0,1266956.22,73734.94,0.22,0.43,2185610.18,287540.49,657.0,,8.15,6.3,0.29,97081.86,74219.09,Gold,2627375.17
35.0,1114523.43,68053.69,0.22,0.08,,473548.02,641.0,5.08,8.44,8.6,0.39,227770.13,137609.49,Gold,3794757.65
65.0,,65729.25,0.34,0.1,3209475.93,883850.36,707.0,6.59,9.81,0.0,0.15,109469.3,98446.46,Bronze,3957635.29
54.0,1272244.89,71377.25,0.55,0.45,2802421.21,1944270.39,571.0,7.26,9.95,15.8,0.65,418578.54,172032.03,Bronze,3624601.78
28.0,932751.72,63345.86,0.44,0.06,1079717.98,733600.14,723.0,5.69,8.44,19.3,0.56,141146.43,85217.25,Bronze,1741950.54
42.0,1334380.88,50865.45,0.4,0.37,3718244.58,,687.0,7.26,8.33,,0.2,267996.08,128115.62,Gold,4445774.65
,1150598.0,41051.21,0.12,0.61,3263489.95,580545.87,657.0,5.94,8.48,11.5,0.42,170805.61,91146.01,Silver,3683370.84
30.0,779348.71,43865.66,0.52,0.43,2680392.52,389030.42,603.0,6.14,5.55,3.7,0.21,328694.39,39648.77,Bronze,3576969.41
,1287857.31,57758.11,,0.66,3097618.94,1339080.94,724.0,4.1,6.9,0.7,0.02,154016.48,185291.87,Bronze,3824524.93
44.0,,31181.49,0.26,0.4,2124907.38,1153394.8,618.0,5.02,9.61,3.7,0.35,224624.88,60230.31,Gold,2555122.6
,862592.13,45040.54,0.48,0.19,2254647.63,892976.8,728.0,6.15,6.25,10.9,0.24,530500.17,94096.93,Bronze,2973192.36
50.0,743906.31,35783.9,0.1,0.37,3223656.59,393220.77,623.0,7.17,6.91,6.1,0.19,417765.48,,Silver,3874564.86
50.0,961795.94,57258.44,0.39,0.43,1458565.79,3770875.67,658.0,6.63,8.31,4.8,0.09,185016.23,75594.74,Bronze,1713528.99
54.0,1340743.79,65473.37,0.56,0.18,3650188.8,722001.09,649.0,7.03,8.78,5.7,0.13,252406.98,155469.6,Silver,4778523.22
31.0,1284302.14,60659.48,0.13,0.23,3292530.33,538753.73,699.0,5.98,,8.4,0.27,157883.36,80083.08,Silver,3785922.6
45.0,1036652.74,45244.61,0.13,0.33,1635687.08,804381.1,706.0,5.34,6.79,5.4,0.05,267501.82,116760.4,Bronze,2113695.79
46.0,,52398.51,,0.35,3931643.28,892096.13,,6.61,5.31,13.1,0.38,127138.53,99550.28,Silver,4557989.23
,1496783.09,88441.17,0.13,0.7,4125273.1,1167457.79,609.0,6.4,5.88,10.4,,231538.36,,Silver,4668698.6
32.0,847599.51,29607.62,0.24,0.56,1788609.24,846628.18,705.0,3.81,5.86,5.7,0.32,359409.74,88562.38,Silver,2242181.35
56.0,,29767.47,,0.23,797155.57,863714.61,599.0,6.59,8.16,2.6,0.19,250948.66,62669.74,Silver,1153625.31
42.0,1514509.2,76465.73,0.33,0.5,5000000.0,285196.95,686.0,4.82,4.0,14.9,0.46,202756.12,126495.28,Silver,5887784.67
46.0,728132.81,31613.84,0.05,0.14,1382042.65,381000.23,625.0,6.37,6.89,16.5,0.61,154004.77,85329.05,Silver,1516409.58
32.0,682839.28,28469.6,0.47,0.35,1231666.99,756390.37,709.0,4.81,8.67,,0.58,391757.09,54545.0,Gold,1671478.33
28.0,438743.81,21045.18,0.29,0.36,585205.53,1348695.58,703.0,5.1,7.84,15.8,0.57,407149.78,43495.71,Silver,942090.72
34.0,1131057.13,44064.25,0.28,0.44,3508224.98,599981.96,640.0,5.67,8.53,6.9,0.22,328219.1,67818.22,Silver,4253175.44
39.0,470508.35,20645.6,0.11,0.36,943131.67,718065.25,659.0,5.8,7.82,6.2,0.24,200408.79,70374.03,Bronze,1179414.09
29.0,666667.38,39920.2,0.6,0.52,1103983.67,718945.84,621.0,4.45,7.31,7.6,0.33,164025.62,54844.52,Bronze,1484017.91
40.0,1138753.45,51256.06,,0.45,2308634.02,602168.32,632.0,,5.92,5.3,0.2,530808.03,65468.15,Silver,3075752.19
23.0,1201304.42,43361.56,0.26,0.52,4051233.62,,662.0,5.52,7.83,2.8,0.29,307000.43,166089.08,Silver,4801968.14
29.0,693473.55,32035.49,0.28,0.32,1707813.81,405361.53,715.0,5.54,5.26,0.0,0.2,410479.79,39934.12,Gold,2109040.79
47.0,852977.72,30522.45,0.36,0.44,2150287.24,352284.77,685.0,,9.42,6.0,0.22,128095.41,,Gold,2501122.25
46.0,634829.81,42102.85,0.49,0.18,1719333.6,2073159.7,720.0,6.14,7.22,11.6,0.39,165723.36,69973.27,Silver,2173626.62
